,name,faction,loyalty,text,traits,card type,image name,cost,command,attack,health,shields,cycle,war pack,keywords,useful_quantities
963,Canoptek Spyder,Necrons,Common,"Combat Action: During a battle at this planet, discard a unit card from your hand to remove 2 damage from a Necrons army unit you control at this planet. (Limit once per combat round.)",Drone.,Army,Canoptek_Spyder,4,1,4,3,0,Legions of Death,Legions of Death,,3
964,Immortal Legion,Necrons,Common,Combat Action: Exhaust this unit to move it to a planet with an enemy warlord with a faction symbol that matches your enslaved faction.,Soldier. Sautekh.,Army,Immortal_Legion,4,1,4,4,0,Legions of Death,Legions of Death,,3
965,Praetorian Ancient,Necrons,Common,"While you have 6 or more units in your discard pile, this unit gets +2 ATK and gains Armorbane.",Soldier.,Army,Praetorian_Ancient,4,1,3,4,0,Legions of Death,Legions of Death,,3
966,Harbinger of Eternity,Necrons,Common,"You may play each event card from your discard pile as if it were in your hand.
Forced Reaction: After you play a event card from your discard pile, remove that card from the game.",Scholar. Elite.,Army,Harbinger_of_Eternity,5,3,3,5,0,Legions of Death,Legions of Death,,3
967,Lychguard Sentinel,Necrons,Common,"While you have 6 or more units in your discard pile, this unit gets +4 HP.Your opponent must declare a ready unit named Lychguard Sentinel as defender, if able.",Soldier. Elite.,Army,Lychguard_Sentinel,5,2,2,6,0,Legions of Death,Legions of Death,,3
968,Doom Scythe Invader,Necrons,Common,"No Wargear Attachments.
Reaction: After you deploy this unit, put a non-Elite Vehicle unit into play from your discard pile at this planet.",Vehicle. Sautekh. Elite.,Army,Doom_Scythe_Invader,6,2,4,4,0,Legions of Death,Legions of Death,No Wargear Attachments.Flying.,3
969,Doomsday Ark,Necrons,Common,"Area Effect (X).
No Wargear Attachments.
X is the number of non- factions among units you control.",Vehicle. Elite.,Army,Doomsday_Ark,6,2,5,5,0,Legions of Death,Legions of Death,No Wargear Attachments.,3
970,Dread Monolith,Necrons,Common,"No Wargear Attachments.
Combat Action: Discard the top 3 cards of your deck. Then, put a Necrons non-Vehicle unit discarded by this effect into play at this planet. (Limit once per round.)",Vehicle. Elite.,Army,Dread_Monolith,8,5,5,7,0,Legions of Death,Legions of Death,No Wargear Attachments.,3
971,Reanimation Protocol,Necrons,Common,Action: Remove up to 2 damage from a Necrons unit you control. Max 1 per round.,Tactic.,Event,Reanimation_Protocol,0,-1,-1,-1,1,Legions of Death,Legions of Death,,3
972,Recycle,Necrons,Common,"Action: Discard 2 cards from your hand. Then, draw 3 cards.",Power.,Event,Recycle,1,-1,-1,-1,1,Legions of Death,Legions of Death,,3
973,Mechanical Enhancement,Necrons,Common,Combat Action: Each Necrons unit you control at a target planet gets +2 HP until the end of the phase.,Tactic.,Event,Mechanical_Enhancement,2,-1,-1,-1,2,Legions of Death,Legions of Death,,3
974,Drudgery,Necrons,Common,"Limited.
Action: Put a target non-Necrons unit with printed cost 3 or lower into play from your discard pile at a planet.",Tactic.,Event,Drudgery,2,-1,-1,-1,1,Legions of Death,Legions of Death,Limited.,3
975,Extermination,Necrons,Common,Deploy Action: Each non-unique non-Necrons unit at a target planet gets -3 HP until the end of the phase. You must pass during your next deployment turn.,Tactic.,Event,Extermination,5,-1,-1,-1,1,Legions of Death,Legions of Death,,3
976,Gauss Flayer,Necrons,Common,"Attach to a Necrons army unit.
Combat Action: During a battle at this planet, exhaust attached unit to give a target enemy army unit at this planet -2 HP until the end of the phase.",Wargear. Weapon.,Attachment,Gauss_Flayer,1,-1,-1,-1,1,Legions of Death,Legions of Death,,3
977,Royal Phylactery,Necrons,Common,"Attach to a Necrons army unit.
Reaction: After a phase begins or a combat round at this planet begins, remove 1 damage from attached unit.",Wargear.,Attachment,Royal_Phylactery,1,-1,-1,-1,2,Legions of Death,Legions of Death,,3
978,Hyperphase Sword,Necrons,Common,"Attach to a Necrons army unit.
Attached unit gets +1 ATK and gains Armorbane.
Action: Discard a card from your hand to attach this card to another eligible unit at this planet.",Wargear. Weapon.,Attachment,Hyperphase_Sword,2,-1,-1,-1,1,Legions of Death,Legions of Death,,3
979,Resurrection Orb,Necrons,Common,"Attach to an Elite Necrons unit you control.
Reaction: After a combat round at this planet begins, if the topmost card of your discard pile is a non-Elite unit, put it into play at this planet.",Wargear.,Attachment,Resurrection_Orb,2,-1,-1,-1,2,Legions of Death,Legions of Death,,3
980,Mind Shackle Scarab,Necrons,Common,"Attach to a non-Elite army unit.
Action: If attached unit's faction symbol matches your enslaved faction, exhaust this attachment to gain control of attached unit until the end of the phase.",Drone.,Attachment,Mind_Shackle_Scarab,3,-1,-1,-1,1,Legions of Death,Legions of Death,,3
981,Timeworn Stasis-Crypt,Necrons,Common,"Limited.
Interrupt: When you deploy a Necrons card, exhaust this support to reduce the card's cost by 1.",Location.,Support,Timeworn_Stasis-Crypt,1,-1,-1,-1,0,Legions of Death,Legions of Death,Limited.Unique.,3
982,Weight of the Aeons,Necrons,Common,"Reaction: After a phase begins, exhaust this support to have each player discard the top 2 cards of his deck.",Upgrade.,Support,Weight_of_the_Aeons,1,-1,-1,-1,0,Legions of Death,Legions of Death,,3
983,Eternity Gate,Necrons,Common,Action: Exhaust this support to choose a card in a target player's discard pile and place it on top of that discard pile.,Upgrade.,Support,Eternity_Gate,1,-1,-1,-1,0,Legions of Death,Legions of Death,,3
984,Sautekh Complex,Necrons,Common,"Limited.
Reaction: After you deploy a unit from a non-Necrons faction, if you control no other units from that faction, gain 1 RESOURCE or draw 1 card.",Location.,Support,Sautekh_Complex,1,-1,-1,-1,0,Legions of Death,Legions of Death,Limited.,3
985,Master Program,Necrons,Common,Action: Exhaust this support and sacrifice a Drone card to remove all damage from target army unit you control and ready it.,Upgrade.,Support,Master_Program,2,-1,-1,-1,0,Legions of Death,Legions of Death,Unique.,3
986,Particle Whip,Necrons,Common,Headquarters action: Exhaust this support and shuffle any number of unit cards from your discard pile into your deck to deal X damage to a target non-Elite army unit. X is the number of cards shuffled into your deck.,Artillery. Upgrade.,Support,Particle_Whip,3,-1,-1,-1,0,Legions of Death,Legions of Death,,3
987,Immortal Loyalist,Necrons,Common,"Each Elite unit you control at this planet gains, “Interrupt: When this unit is targeted by a triggered effect for the first time this round, cancel that effect.”",Soldier.,Army,Immortal_Loyalist,2,1,1,3,0,Death World Cycle,Jungles of Nectavus,,3
988,Shroud Cruiser,Necrons,Common,Action: Exhaust this support to move an Elite unit you control to an adjacent planet.,Upgrade.,Support,Shroud_Cruiser,2,-1,-1,-1,0,Death World Cycle,Jungles of Nectavus,,3
989,Hunting Acanthrites,Necrons,Common,Each unit with printed cost 2 or lower at this planet gets -1 HP,Drone.,Army,Hunting_Acanthrites,3,0,1,3,0,Death World Cycle,Unforgiven,,3
990,Defensive Protocols,Necrons,Common,"Deep Strike (2).
Reaction: After you Deep Strike this event, until the end of this battle's first combat round, reduce all damage taken by Necrons units you control to 1.",Tactic.,Event,Defensive_Protocols,-1,-1,-1,-1,1,Death World Cycle,Unforgiven,Deep Strike.,3
991,Rumbling Tomb Stalker,Necrons,Common,"Reaction: After this unit assigns damage by an attack, remove 1 damage from it.",Drone. Elite.,Army,Rumbling_Tomb_Stalker,5,1,2,7,0,Death World Cycle,Slash and Burn,,3
992,Illuminor Szeras,Necrons,Signature,"Reaction: After you remove any amount of damage from a Necrons army unit, gain 1 RESOURCE.",Scholar.,Warlord,Illuminor_Szeras,-1,-1,1,8,0,Death World Cycle,Searching for Truth,Unique.,1
993,Augmented Warriors,Necrons,Signature,"Forced Reaction: After this unit enters play, deal it 2 unpreventable damage.",Soldier.,Army,Augmented_Warriors,2,1,2,4,0,Death World Cycle,Searching for Truth,,4
994,Dissection Chamber,Necrons,Signature,"Forced Reaction: After an army unit enters play, deal it 1 damage.",Location.,Support,Dissection_Chamber,2,-1,-1,-1,0,Death World Cycle,Searching for Truth,,1
995,Vivisection,Necrons,Signature,Action: Target a planet. Remove 1 damage from each Necrons unit you control at the targeted planet and deal 1 damage to each non-Necrons unit at the targeted planet.,Tactic.,Event,Vivisection,3,-1,-1,-1,1,Death World Cycle,Searching for Truth,,2
996,Eldritch Lance,Necrons,Signature,"Attach to your warlord.
Attached unit gets +1 ATK.
Combat Action: Exhaust this attachment to remove 1 damage from a unit at this planet.",Wargear. Weapon.,Attachment,Eldritch_Lance,1,-1,-1,-1,3,Death World Cycle,Searching for Truth,,1
997,Risen Warriors,Necrons,Common,Deep Strike (0),Soldier.,Army,Risen_Warriors,3,0,2,2,0,Death World Cycle,Against the Great Enemy,Deep Strike.,3
998,Quantum Shielding,Necrons,Common,"Attach to a Necrons Vehicle unit you control.
Attached unit gets +2 HP.
Interrupt: When this card is discarded as a shield card, attach it to the shielded unit instead of discarding it, if eligible.",Hardpoint.,Attachment,Quantum_Shielding,2,-1,-1,-1,1,Death World Cycle,Against the Great Enemy,,3
999,Dread Command Barge,Necrons,Common,"No Wargear Attachments.
Command Action: Discard a non-Necrons card from your hand to move this unit to an adjacent planet.",Vehicle.,Army,Dread_Command_Barge,4,3,3,3,0,Death World Cycle,The Warp Unleashed,No Wargear Attachments.,3
1000,Shard of the Deceiver,Necrons,Common,"X is equal to the number of cards in your discard pile.
Forced Reaction: After a phase or combat round at this planet begins, discard a card. If you have no cards in your hand, discard this unit.",C'tan. Elite.,Army,Shard_of_the_Deceiver,7,2,0,0,0,Death World Cycle,The Warp Unleashed,,3
1001,Triarch Stalkers Procession,Necrons,Common,"No Wargear Attachments.
Forced Reaction: After you deploy this unit, have your opponent draw 2 cards.",Vehicle.,Army,Triarch_Stalkers_Procession,3,2,4,6,0,Confrontation Cycle,By Imperial Decree,No Wargear Attachments.,3
1002,Parasitic Scarabs,Necrons,Common,"No Wargear attachments.
Interrupt: When you deploy a Necrons unit, deal 1 damage to this unit and the deployed unit to reduce its cost by 1. Then discard the top card of your deck.",Drone.,Army,Parasitic_Scarabs,2,1,0,4,0,Navida Prime Cycle,Overrun,,3
1003,Replicating Scarabs,Necrons,Common,Combat Action: Exhaust this unit to remove 1 damage from a Necrons army unit at this planet.,Drone.,Army,Replicating_Scarabs,2,0,1,3,0,Navida Prime Cycle,Promise of War,,3
1004,Traumatophobia,Necrons,Common,"Attach to an enemy army unit.
Attached unit gains Lumbering.",Power.,Attachment,Traumatophobia,2,-1,-1,-1,2,Chronicles of Heroes,Chronicles of Heroes,,3
1005,Trazyn the Infinite,Necrons,Signature,"Interrupt: When your warlord would be defeated, move it to a target planet to remove all damagge from it instead.",Substitute.,Warlord,Trazyn_the_Infinite,-1,-1,2,2,0,Confrontation Cycle,A Mask Falls Off,Unique.,1
1006,Acquisition Phalanx,Necrons,Signature,"Reaction: After a unit you control moves to this planet, this unit gets +1 ATK and +1 HP until the end of the phase.",Soldier.,Army,Acquisition_Phalanx,2,1,2,3,0,Confrontation Cycle,A Mask Falls Off,,4
1007,Surrogate Host,Necrons,Signature,"Interrupt: When a unit you control is destroyed, move your warlord to the same planet.",Tactic.,Event,Surrogate_Host,0,-1,-1,-1,1,Confrontation Cycle,A Mask Falls Off,,2
1008,Reign of Solemnace,Necrons,Signature,Each army unit you control at a planet with your warlord gets +1HP.,Tomb World.,Support,Reign_of_Solemnace,1,-1,-1,-1,0,Confrontation Cycle,A Mask Falls Off,,1
1009,Third Eye of Trazyn,Necrons,Signature,"Attach to your warlord.
Attached unit gets +1 HP.
Combat Reaction: After your warlord moves to a planet, exhaust this attachment to move an army unit you control at that planet to an adjacent planet.",Wargear.,Attachment,Third_Eye_of_Trazyn,1,-1,-1,-1,3,Confrontation Cycle,A Mask Falls Off,,1
1010,Imotekh the Stormlord,Necrons,Signature,Combat Action: Remove a non-unique non-Eilte card in your discard pile from the game to switch its textbox (except for Traits) with a non-unique non-Elite card of the same type under your control until the end of the phase. (Limit once per phase.),Phaeron. Sautekh.,Warlord,Imotekh_the_Stormlord,-1,-1,2,7,0,Navida Prime Cycle,Aligned Stars,Unique.,1
1011,Court of the Stormlord,Necrons,Signature,"Reaction: After this unit enters play, look at the top 3 cards of your deck. Put 1 on the top of your deck, 1 on the bottom of your deck and 1 in your discard pile.",Soldier. Sautekh.,Army,Court_of_the_Stormlord,3,1,3,3,0,Navida Prime Cycle,Aligned Stars,,4
1012,Sautekh Royal Crypt,Necrons,Signature,"Reaction: After your opponent sets his command dial, exhaust this support to name a planet. If your opponent commits his warlord to that planet this phase, deal 1 damage to 1  enemy unit at that planet and each adjacent planet.",Location.,Support,Sautekh_Royal_Crypt,1,-1,-1,-1,0,Navida Prime Cycle,Aligned Stars,,1
1013,The Strength of the Enemy,Necrons,Signature,Combat Action: Replace the text box of an army unit you control with the printed text box of an enemy army unit at the same planet until the end of the phase. Then treat that enemy unit text box as if it were blank until the end of the phase. (Except for Traits.),Tactic.,Event,The_Strength_of_the_Enemy,2,-1,-1,-1,1,Navida Prime Cycle,Aligned Stars,,2
1014,Supreme Strategist,Necrons,Signature,"Attach to a planet. Each Sautekh unit you control at this planet gets +1 ATK.
Reaction: After the deploy phase begins, for each unit at this planet, its controller must choose to either rout it or exhaust it. Then discard this attachment.",Stratagem.,Attachment,Supreme_Strategist,2,-1,-1,-1,3,Navida Prime Cycle,Aligned Stars,,1
1015,Etekh the Awakener,Necrons,Signature,"Deploy Action: Choose a trait other than Elite, each army unit in your deck (anywhere) is considered to have that trait until the end of the round. (Limit once per phase.)",Phaeron. Suhbekhar.,Warlord,Etekh_the_Awakener,-1,-1,2,6,0,Bloodied Path Cycle,Herald of the Plague God,Unique.,1
1016,Convoking Praetorians,Necrons,Signature,"Reaction: After this unit enters play, change your enslavement dial.",Soldier. Suhbekhar.,Army,Convoking_Praetorians,1,1,1,3,0,Bloodied Path Cycle,Herald of the Plague God,,4
1017,Eldritch Reaping,Necrons,Signature,"Action: Your opponent announces a number between 0 and 5. Then you choose another number. The player with the highest number must deal an equal amount of indirect damage among units he controls, if that player is you, draw 2 cards and gain 2 RESOURCE.",Tactic.,Event,Eldritch_Reaping,0,-1,-1,-1,1,Bloodied Path Cycle,Herald of the Plague God,,2
1018,Crown of Control,Necrons,Signature,"Attach to your warlord.
Attached unit gains Sweep (1).
Action: Exhaust this attachment to remove up to 2 damage among units you control at this planet.",Wargear.,Attachment,Crown_of_Control,1,-1,-1,-1,3,Bloodied Path Cycle,Herald of the Plague God,,1
1019,Hollow Sun,Necrons,Signature,"While you control no unit of a faction, you may ignore your enslavement dial while deploying for that faction.",Tomb World.,Support,Hollow_Sun,1,-1,-1,-1,0,Bloodied Path Cycle,Herald of the Plague God,,1
